id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,cat_id
BF4QSAGA,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Georgia,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:11-05,1,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAHI,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Hawaii,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:11-05,1,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAIA,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Iowa,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,1,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAID,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Idaho,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,0,0,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAIL,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Illinois,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,0,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAIN,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Indiana,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,0,0,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAKS,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Kansas,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,1,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAKY,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Kentucky,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,1,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSALA,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Louisiana,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,0,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAMA,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Massachusetts,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,0,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAMD,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Maryland,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,0,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAME,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Maine,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,1,3,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAMI,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Michigan,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,1,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAMN,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Minnesota,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,1,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAMO,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Missouri,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,0,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAMS,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Mississippi,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:12-05,0,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
BF4QSAMT,2020-12-05,2020-12-05,Business Formations Within 4 Quarters for Montana,2004-07-01,2015-10-01,Quarterly,Q,Number,Number,Seasonally Adjusted,SA,2019-07-31 14:18:03-05,1,1,"This series provide the number of employer businesses that originate from Business Applications (BA) within four quarters from the quarter of application. By definition, the end-point of this series is determined by the most recent quarter for which the administrative data is available on payroll.",1-Production & Business Activity
